voucher_no,line_no,posting_date,entry_time,account_code,account_name,debit,credit,department,supplier,prepared_by,approved_by,description
JV002861,2,2025-07-14,2025-07-14 13:49:13,1122,Accounts receivable 应收账款,,40965.07,Sales,,prep05,appr02,Receipt from Minghui Manufacturing 明辉制造
JV002862,1,2025-07-14,2025-07-14 13:58:33,1122,Accounts receivable 应收账款,27508.93,,Sales,,prep04,appr03,Sales invoice
JV002862,2,2025-07-14,2025-07-14 13:58:33,6001,Sales revenue 主营业务收入,,24344.19,Sales,,prep04,appr03,Sales invoice
JV002862,3,2025-07-14,2025-07-14 13:58:33,222102,Output VAT 应交增值税-销项税额,,3164.74,Sales,,prep04,appr03,Sales invoice
JV002862,4,2025-07-14,2025-07-14 13:58:33,6401,Cost of sales 主营业务成本,16476.92,,Sales,,prep04,appr03,Sales invoice
JV002862,5,2025-07-14,2025-07-14 13:58:33,1405,Inventory 库存商品,,16476.92,Sales,,prep04,appr03,Sales invoice
JV002863,1,2025-07-14,2025-07-14 14:53:09,1122,Accounts receivable 应收账款,46579.58,,Sales,,prep03,appr03,Sales invoice
JV002863,2,2025-07-14,2025-07-14 14:53:09,6001,Sales revenue 主营业务收入,,41220.87,Sales,,prep03,appr03,Sales invoice
JV002863,3,2025-07-14,2025-07-14 14:53:09,222102,Output VAT 应交增值税-销项税额,,5358.71,Sales,,prep03,appr03,Sales invoice
JV002863,4,2025-07-14,2025-07-14 14:53:09,6401,Cost of sales 主营业务成本,22986.55,,Sales,,prep03,appr03,Sales invoice
JV002863,5,2025-07-14,2025-07-14 14:53:09,1405,Inventory 库存商品,,22986.55,Sales,,prep03,appr03,Sales invoice
JV002864,1,2025-07-14,2025-07-14 14:59:20,1002,Bank deposits 银行存款,22837.33,,Sales,,prep04,appr02,Receipt from Xinhe Distribution 信和分销
JV002864,2,2025-07-14,2025-07-14 14:59:20,1122,Accounts receivable 应收账款,,22837.33,Sales,,prep04,appr02,Receipt from Xinhe Distribution 信和分销
JV002865,1,2025-07-14,2025-07-14 15:12:15,6606,Consulting fees 咨询费,14754.65,,Finance,Qianfeng Tax Advisory 千峰税务咨询,prep03,appr02,Consulting services
JV002865,2,2025-07-14,2025-07-14 15:12:15,222101,Input VAT 应交增值税-进项税额,885.28,,Finance,Qianfeng Tax Advisory 千峰税务咨询,prep03,appr02,Consulting services
JV002865,3,2025-07-14,2025-07-14 15:12:15,2202,Accounts payable 应付账款,,15639.93,Finance,Qianfeng Tax Advisory 千峰税务咨询,prep03,appr02,Consulting services
JV002866,1,2025-07-14,2025-07-14 15:21:16,1405,Inventory 库存商品,2852.31,,Production,Dingxin Steel 鼎鑫钢材,prep04,appr02,Purchase of materials
JV002866,2,2025-07-14,2025-07-14 15:21:16,222101,Input VAT 应交增值税-进项税额,370.80,,Production,Dingxin Steel 鼎鑫钢材,prep04,appr02,Purchase of materials
JV002866,3,2025-07-14,2025-07-14 15:21:16,2202,Accounts payable 应付账款,,3223.11,Production,Dingxin Steel 鼎鑫钢材,prep04,appr02,Purchase of materials
JV002867,1,2025-07-14,2025-07-14 15:32:56,1122,Accounts receivable 应收账款,115390.72,,Sales,,prep01,appr01,Sales invoice
JV002867,2,2025-07-14,2025-07-14 15:32:56,6001,Sales revenue 主营业务收入,,102115.68,Sales,,prep01,appr01,Sales invoice
JV002867,3,2025-07-14,2025-07-14 15:32:56,222102,Output VAT 应交增值税-销项税额,,13275.04,Sales,,prep01,appr01,Sales invoice
JV002867,4,2025-07-14,2025-07-14 15:32:56,6401,Cost of sales 主营业务成本,62909.03,,Sales,,prep01,appr01,Sales invoice
JV002867,5,2025-07-14,2025-07-14 15:32:56,1405,Inventory 库存商品,,62909.03,Sales,,prep01,appr01,Sales invoice
JV002868,1,2025-07-14,2025-07-14 16:12:12,1122,Accounts receivable 应收账款,61121.23,,Sales,,prep04,appr02,Sales invoice
JV002868,2,2025-07-14,2025-07-14 16:12:12,6001,Sales revenue 主营业务收入,,54089.58,Sales,,prep04,appr02,Sales invoice
JV002868,3,2025-07-14,2025-07-14 16:12:12,222102,Output VAT 应交增值税-销项税额,,7031.65,Sales,,prep04,appr02,Sales invoice
JV002868,4,2025-07-14,2025-07-14 16:12:12,6401,Cost of sales 主营业务成本,33083.32,,Sales,,prep04,appr02,Sales invoice
JV002868,5,2025-07-14,2025-07-14 16:12:12,1405,Inventory 库存商品,,33083.32,Sales,,prep04,appr02,Sales invoice
JV002869,1,2025-07-14,2025-07-14 16:43:50,1405,Inventory 库存商品,9956.57,,Production,Tianrui Materials 天瑞物资,prep05,appr03,Purchase of materials
JV002869,2,2025-07-14,2025-07-14 16:43:50,222101,Input VAT 应交增值税-进项税额,1294.35,,Production,Tianrui Materials 天瑞物资,prep05,appr03,Purchase of materials
JV002869,3,2025-07-14,2025-07-14 16:43:50,2202,Accounts payable 应付账款,,11250.92,Production,Tianrui Materials 天瑞物资,prep05,appr03,Purchase of materials
JV002870,1,2025-07-14,2025-07-14 16:57:27,1405,Inventory 库存商品,6438.31,,Production,Tianrui Materials 天瑞物资,prep02,appr01,Purchase of materials
JV002870,2,2025-07-14,2025-07-14 16:57:27,222101,Input VAT 应交增值税-进项税额,836.98,,Production,Tianrui Materials 天瑞物资,prep02,appr01,Purchase of materials
JV002870,3,2025-07-14,2025-07-14 16:57:27,2202,Accounts payable 应付账款,,7275.29,Production,Tianrui Materials 天瑞物资,prep02,appr01,Purchase of materials
JV002871,1,2025-07-14,2025-07-14 17:20:31,1405,Inventory 库存商品,7131.73,,Production,Jiahe Packaging 嘉禾包装,prep01,appr01,Purchase of materials
JV002871,2,2025-07-14,2025-07-14 17:20:31,222101,Input VAT 应交增值税-进项税额,927.12,,Production,Jiahe Packaging 嘉禾包装,prep01,appr01,Purchase of materials
JV002871,3,2025-07-14,2025-07-14 17:20:31,2202,Accounts payable 应付账款,,8058.85,Production,Jiahe Packaging 嘉禾包装,prep01,appr01,Purchase of materials
JV002872,1,2025-07-14,2025-07-14 17:28:25,1405,Inventory 库存商品,5279.81,,Production,Huamei Textiles 华美纺织,prep04,appr02,Purchase of materials
JV002872,2,2025-07-14,2025-07-14 17:28:25,222101,Input VAT 应交增值税-进项税额,686.38,,Production,Huamei Textiles 华美纺织,prep04,appr02,Purchase of materials
JV002872,3,2025-07-14,2025-07-14 17:28:25,2202,Accounts payable 应付账款,,5966.19,Production,Huamei Textiles 华美纺织,prep04,appr02,Purchase of materials
JV002873,1,2025-07-14,2025-07-14 17:57:54,1405,Inventory 库存商品,4152.15,,Production,Dingxin Steel 鼎鑫钢材,prep05,appr03,Purchase of materials
JV002873,2,2025-07-14,2025-07-14 17:57:54,222101,Input VAT 应交增值税-进项税额,539.78,,Production,Dingxin Steel 鼎鑫钢材,prep05,appr03,Purchase of materials
JV002873,3,2025-07-14,2025-07-14 17:57:54,2202,Accounts payable 应付账款,,4691.93,Production,Dingxin Steel 鼎鑫钢材,prep05,appr03,Purchase of materials
JV002874,1,2025-07-14,2025-07-14 18:21:41,1405,Inventory 库存商品,4141.19,,Production,Hongyu Electronics 鸿宇电子,prep04,appr02,Purchase of materials
JV002874,2,2025-07-14,2025-07-14 18:21:41,222101,Input VAT 应交增值税-进项税额,538.35,,Production,Hongyu Electronics 鸿宇电子,prep04,appr02,Purchase of materials
JV002874,3,2025-07-14,2025-07-14 18:21:41,2202,Accounts payable 应付账款,,4679.54,Production,Hongyu Electronics 鸿宇电子,prep04,appr02,Purchase of materials
JV002875,1,2025-07-14,2025-07-15 10:39:05,6602,Office supplies 办公费,603.55,,Sales,Huaxin Office Supplies 华信办公用品,prep03,appr01,Office supplies
JV002875,2,2025-07-14,2025-07-15 10:39:05,1002,Bank deposits 银行存款,,603.55,Sales,Huaxin Office Supplies 华信办公用品,prep03,appr01,Office supplies
JV002876,1,2025-07-14,2025-07-15 11:52:45,6609,Repairs and maintenance 修理费,5462.58,,Production,Wanli Facility Services 万里设施服务,prep05,appr02,Repair services
JV002876,2,2025-07-14,2025-07-15 11:52:45,222101,Input VAT 应交增值税-进项税额,710.14,,Production,Wanli Facility Services 万里设施服务,prep05,appr02,Repair services
JV002876,3,2025-07-14,2025-07-15 11:52:45,2202,Accounts payable 应付账款,,6172.72,Production,Wanli Facility Services 万里设施服务,prep05,appr02,Repair services
JV002877,1,2025-07-14,2025-07-15 14:59:38,1002,Bank deposits 银行存款,27669.28,,Sales,,prep03,appr01,Receipt from Shunfa Wholesale 顺发批发
JV002877,2,2025-07-14,2025-07-15 14:59:38,1122,Accounts receivable 应收账款,,27669.28,Sales,,prep03,appr01,Receipt from Shunfa Wholesale 顺发批发
JV002878,1,2025-07-14,2025-07-16 11:59:13,1002,Bank deposits 银行存款,174620.48,,Sales,,prep05,appr02,Receipt from Yuanhang Technology 远航科技
JV002878,2,2025-07-14,2025-07-16 11:59:13,1122,Accounts receivable 应收账款,,174620.48,Sales,,prep05,appr02,Receipt from Yuanhang Technology 远航科技
JV002879,1,2025-07-14,2025-07-16 16:40:16,6601,Travel expense 差旅费,4641.97,,Production,Jietu Travel Service 捷途旅行社,prep01,appr03,Business travel
JV002879,2,2025-07-14,2025-07-16 16:40:16,1002,Bank deposits 银行存款,,4641.97,Production,Jietu Travel Service 捷途旅行社,prep01,appr03,Business travel
JV002880,1,2025-07-14,2025-07-16 17:35:17,1405,Inventory 库存商品,2416.53,,Production,Tianrui Materials 天瑞物资,prep01,appr01,Purchase of materials
JV002880,2,2025-07-14,2025-07-16 17:35:17,222101,Input VAT 应交增值税-进项税额,314.15,,Production,Tianrui Materials 天瑞物资,prep01,appr01,Purchase of materials
JV002880,3,2025-07-14,2025-07-16 17:35:17,2202,Accounts payable 应付账款,,2730.68,Production,Tianrui Materials 天瑞物资,prep01,appr01,Purchase of materials
JV002881,1,2025-07-15,2025-07-15 10:16:19,6605,Utilities 水电费,9923.00,,Admin,Donghu Water and Power 东湖水电,prep03,appr03,Utilities bill 2025-07
JV002881,2,2025-07-15,2025-07-15 10:16:19,1002,Bank deposits 银行存款,,9923.00,Admin,Donghu Water and Power 东湖水电,prep03,appr03,Utilities bill 2025-07
JV002882,1,2025-07-15,2025-07-15 10:51:12,1002,Bank deposits 银行存款,180581.96,,Sales,,prep05,appr01,Receipt from Longsheng Home 隆盛家居
JV002882,2,2025-07-15,2025-07-15 10:51:12,1122,Accounts receivable 应收账款,,180581.96,Sales,,prep05,appr01,Receipt from Longsheng Home 隆盛家居
JV002883,1,2025-07-15,2025-07-15 10:58:08,1122,Accounts receivable 应收账款,244342.78,,Sales,,prep03,appr03,Sales invoice
JV002883,2,2025-07-15,2025-07-15 10:58:08,6001,Sales revenue 主营业务收入,,216232.55,Sales,,prep03,appr03,Sales invoice
JV002883,3,2025-07-15,2025-07-15 10:58:08,222102,Output VAT 应交增值税-销项税额,,28110.23,Sales,,prep03,appr03,Sales invoice
JV002883,4,2025-07-15,2025-07-15 10:58:08,6401,Cost of sales 主营业务成本,148219.71,,Sales,,prep03,appr03,Sales invoice
JV002883,5,2025-07-15,2025-07-15 10:58:08,1405,Inventory 库存商品,,148219.71,Sales,,prep03,appr03,Sales invoice
JV002884,1,2025-07-15,2025-07-15 11:36:53,6601,Travel expense 差旅费,1050.85,,Finance,Jietu Travel Service 捷途旅行社,prep04,appr02,Business travel
JV002884,2,2025-07-15,2025-07-15 11:36:53,1002,Bank deposits 银行存款,,1050.85,Finance,Jietu Travel Service 捷途旅行社,prep04,appr02,Business travel
JV002885,1,2025-07-15,2025-07-15 12:30:37,6602,Office supplies 办公费,1625.02,,Admin,Jiayi Printing 嘉艺印务,prep03,appr03,Office supplies
JV002885,2,2025-07-15,2025-07-15 12:30:37,1002,Bank deposits 银行存款,,1625.02,Admin,Jiayi Printing 嘉艺印务,prep03,appr03,Office supplies
JV002886,1,2025-07-15,2025-07-15 12:52:42,1002,Bank deposits 银行存款,74883.83,,Sales,,prep01,appr03,Receipt from Minghui Manufacturing 明辉制造
JV002886,2,2025-07-15,2025-07-15 12:52:42,1122,Accounts receivable 应收账款,,74883.83,Sales,,prep01,appr03,Receipt from Minghui Manufacturing 明辉制造
JV002887,1,2025-07-15,2025-07-15 13:28:21,1002,Bank deposits 银行存款,47066.64,,Sales,,prep04,appr02,Receipt from Guangyao Electric 光耀电器
JV002887,2,2025-07-15,2025-07-15 13:28:21,1122,Accounts receivable 应收账款,,47066.64,Sales,,prep04,appr02,Receipt from Guangyao Electric 光耀电器
JV002888,1,2025-07-15,2025-07-15 14:06:04,1405,Inventory 库存商品,12728.97,,Production,Yongsheng Chemicals 永盛化工,prep02,appr03,Purchase of materials
JV002888,2,2025-07-15,2025-07-15 14:06:04,222101,Input VAT 应交增值税-进项税额,1654.77,,Production,Yongsheng Chemicals 永盛化工,prep02,appr03,Purchase of materials
JV002888,3,2025-07-15,2025-07-15 14:06:04,2202,Accounts payable 应付账款,,14383.74,Production,Yongsheng Chemicals 永盛化工,prep02,appr03,Purchase of materials
JV002889,1,2025-07-15,2025-07-15 14:08:13,6609,Repairs and maintenance 修理费,4219.09,,Production,Anjie Equipment Repair 安捷设备维修,prep02,appr02,Repair services
JV002889,2,2025-07-15,2025-07-15 14:08:13,222101,Input VAT 应交增值税-进项税额,548.48,,Production,Anjie Equipment Repair 安捷设备维修,prep02,appr02,Repair services
JV002889,3,2025-07-15,2025-07-15 14:08:13,2202,Accounts payable 应付账款,,4767.57,Production,Anjie Equipment Repair 安捷设备维修,prep02,appr02,Repair services
JV002890,1,2025-07-15,2025-07-15 15:15:00,1122,Accounts receivable 应收账款,25492.99,,Sales,,prep04,appr03,调整上月入库差异
JV002890,2,2025-07-15,2025-07-15 15:15:00,6001,Sales revenue 主营业务收入,,22560.17,Sales,,prep04,appr03,调整上月入库差异
JV002890,3,2025-07-15,2025-07-15 15:15:00,222102,Output VAT 应交增值税-销项税额,,2932.82,Sales,,prep04,appr03,调整上月入库差异
JV002890,4,2025-07-15,2025-07-15 15:15:00,6401,Cost of sales 主营业务成本,14563.69,,Sales,,prep04,appr03,调整上月入库差异
JV002890,5,2025-07-15,2025-07-15 15:15:00,1405,Inventory 库存商品,,14563.69,Sales,,prep04,appr03,调整上月入库差异
JV002891,1,2025-07-15,2025-07-15 15:49:35,6609,Repairs and maintenance 修理费,3913.74,,Production,Anjie Equipment Repair 安捷设备维修,prep03,appr01,Repair services
JV002891,2,2025-07-15,2025-07-15 15:49:35,222101,Input VAT 应交增值税-进项税额,508.79,,Production,Anjie Equipment Repair 安捷设备维修,prep03,appr01,Repair services
JV002891,3,2025-07-15,2025-07-15 15:49:35,2202,Accounts payable 应付账款,,4422.53,Production,Anjie Equipment Repair 安捷设备维修,prep03,appr01,Repair services
JV002892,1,2025-07-15,2025-07-15 16:05:21,1405,Inventory 库存商品,2820.81,,Production,Lianchuang Parts 联创配件,prep05,appr01,Purchase of materials
JV002892,2,2025-07-15,2025-07-15 16:05:21,222101,Input VAT 应交增值税-进项税额,366.71,,Production,Lianchuang Parts 联创配件,prep05,appr01,Purchase of materials
JV002892,3,2025-07-15,2025-07-15 16:05:21,2202,Accounts payable 应付账款,,3187.52,Production,Lianchuang Parts 联创配件,prep05,appr01,Purchase of materials
JV002893,1,2025-07-15,2025-07-16 09:03:52,1405,Inventory 库存商品,5972.21,,Production,Jiahe Packaging 嘉禾包装,prep03,appr02,Purchase of materials
JV002893,2,2025-07-15,2025-07-16 09:03:52,222101,Input VAT 应交增值税-进项税额,776.39,,Production,Jiahe Packaging 嘉禾包装,prep03,appr02,Purchase of materials
JV002893,3,2025-07-15,2025-07-16 09:03:52,2202,Accounts payable 应付账款,,6748.60,Production,Jiahe Packaging 嘉禾包装,prep03,appr02,Purchase of materials
JV002894,1,2025-07-15,2025-07-16 10:31:18,1405,Inventory 库存商品,9522.96,,Production,Hongyu Electronics 鸿宇电子,prep02,appr03,Purchase of materials
JV002894,2,2025-07-15,2025-07-16 10:31:18,222101,Input VAT 应交增值税-进项税额,1237.98,,Production,Hongyu Electronics 鸿宇电子,prep02,appr03,Purchase of materials
JV002894,3,2025-07-15,2025-07-16 10:31:18,2202,Accounts payable 应付账款,,10760.94,Production,Hongyu Electronics 鸿宇电子,prep02,appr03,Purchase of materials
JV002895,1,2025-07-15,2025-07-16 11:18:48,1122,Accounts receivable 应收账款,47659.70,,Sales,,prep01,appr01,Sales invoice
JV002895,2,2025-07-15,2025-07-16 11:18:48,6001,Sales revenue 主营业务收入,,42176.73,Sales,,prep01,appr01,Sales invoice
JV002895,3,2025-07-15,2025-07-16 11:18:48,222102,Output VAT 应交增值税-销项税额,,5482.97,Sales,,prep01,appr01,Sales invoice
JV002895,4,2025-07-15,2025-07-16 11:18:48,6401,Cost of sales 主营业务成本,28888.09,,Sales,,prep01,appr01,Sales invoice
JV002895,5,2025-07-15,2025-07-16 11:18:48,1405,Inventory 库存商品,,28888.09,Sales,,prep01,appr01,Sales invoice
JV002896,1,2025-07-15,2025-07-16 13:00:57,1122,Accounts receivable 应收账款,65414.95,,Sales,,prep05,appr03,Sales invoice
JV002896,2,2025-07-15,2025-07-16 13:00:57,6001,Sales revenue 主营业务收入,,57889.34,Sales,,prep05,appr03,Sales invoice
JV002896,3,2025-07-15,2025-07-16 13:00:57,222102,Output VAT 应交增值税-销项税额,,7525.61,Sales,,prep05,appr03,Sales invoice
JV002896,4,2025-07-15,2025-07-16 13:00:57,6401,Cost of sales 主营业务成本,31961.65,,Sales,,prep05,appr03,Sales invoice
JV002896,5,2025-07-15,2025-07-16 13:00:57,1405,Inventory 库存商品,,31961.65,Sales,,prep05,appr03,Sales invoice
JV002897,1,2025-07-15,2025-07-16 14:47:52,6601,Travel expense 差旅费,5226.95,,IT,Jietu Travel Service 捷途旅行社,prep04,appr02,Business travel
JV002897,2,2025-07-15,2025-07-16 14:47:52,1002,Bank deposits 银行存款,,5226.95,IT,Jietu Travel Service 捷途旅行社,prep04,appr02,Business travel
JV002898,1,2025-07-15,2025-07-17 13:42:26,6603,Entertainment 业务招待费,1117.67,,Finance,Jinyue Restaurant 金悦酒楼,prep02,appr02,Client meal
JV002898,2,2025-07-15,2025-07-17 13:42:26,1002,Bank deposits 银行存款,,1117.67,Finance,Jinyue Restaurant 金悦酒楼,prep02,appr02,Client meal
JV002899,1,2025-07-15,2025-07-17 14:32:44,1002,Bank deposits 银行存款,76040.30,,Sales,,prep03,appr03,Receipt from Fuyuan Supermarkets 富源超市
JV002899,2,2025-07-15,2025-07-17 14:32:44,1122,Accounts receivable 应收账款,,76040.30,Sales,,prep03,appr03,Receipt from Fuyuan Supermarkets 富源超市
JV002900,1,2025-07-16,2025-07-16 09:12:51,1122,Accounts receivable 应收账款,157289.22,,Sales,,prep03,appr03,Sales invoice
JV002900,2,2025-07-16,2025-07-16 09:12:51,6001,Sales revenue 主营业务收入,,139194.00,Sales,,prep03,appr03,Sales invoice
JV002900,3,2025-07-16,2025-07-16 09:12:51,222102,Output VAT 应交增值税-销项税额,,18095.22,Sales,,prep03,appr03,Sales invoice
JV002900,4,2025-07-16,2025-07-16 09:12:51,6401,Cost of sales 主营业务成本,96985.96,,Sales,,prep03,appr03,Sales invoice
JV002900,5,2025-07-16,2025-07-16 09:12:51,1405,Inventory 库存商品,,96985.96,Sales,,prep03,appr03,Sales invoice
JV002901,1,2025-07-16,2025-07-16 09:39:56,6609,Repairs and maintenance 修理费,7154.67,,Production,Wanli Facility Services 万里设施服务,prep01,appr03,Repair services
JV002901,2,2025-07-16,2025-07-16 09:39:56,222101,Input VAT 应交增值税-进项税额,930.11,,Production,Wanli Facility Services 万里设施服务,prep01,appr03,Repair services
JV002901,3,2025-07-16,2025-07-16 09:39:56,2202,Accounts payable 应付账款,,8084.78,Production,Wanli Facility Services 万里设施服务,prep01,appr03,Repair services
JV002902,1,2025-07-16,2025-07-16 09:40:03,1405,Inventory 库存商品,2896.47,,Production,Yongsheng Chemicals 永盛化工,prep05,appr03,Purchase of materials
JV002902,2,2025-07-16,2025-07-16 09:40:03,222101,Input VAT 应交增值税-进项税额,376.54,,Production,Yongsheng Chemicals 永盛化工,prep05,appr03,Purchase of materials
JV002902,3,2025-07-16,2025-07-16 09:40:03,2202,Accounts payable 应付账款,,3273.01,Production,Yongsheng Chemicals 永盛化工,prep05,appr03,Purchase of materials
JV002903,1,2025-07-16,2025-07-16 09:44:09,1122,Accounts receivable 应收账款,99988.48,,Sales,,prep01,appr03,Sales invoice
JV002903,2,2025-07-16,2025-07-16 09:44:09,6001,Sales revenue 主营业务收入,,88485.38,Sales,,prep01,appr03,Sales invoice
JV002903,3,2025-07-16,2025-07-16 09:44:09,222102,Output VAT 应交增值税-销项税额,,11503.10,Sales,,prep01,appr03,Sales invoice
JV002903,4,2025-07-16,2025-07-16 09:44:09,6401,Cost of sales 主营业务成本,58700.37,,Sales,,prep01,appr03,Sales invoice
JV002903,5,2025-07-16,2025-07-16 09:44:09,1405,Inventory 库存商品,,58700.37,Sales,,prep01,appr03,Sales invoice
JV002904,1,2025-07-16,2025-07-16 10:02:30,1405,Inventory 库存商品,11023.60,,Production,Dingxin Steel 鼎鑫钢材,prep03,appr01,Purchase of materials
JV002904,2,2025-07-16,2025-07-16 10:02:30,222101,Input VAT 应交增值税-进项税额,1433.07,,Production,Dingxin Steel 鼎鑫钢材,prep03,appr01,Purchase of materials
JV002904,3,2025-07-16,2025-07-16 10:02:30,2202,Accounts payable 应付账款,,12456.67,Production,Dingxin Steel 鼎鑫钢材,prep03,appr01,Purchase of materials
JV002905,1,2025-07-16,2025-07-16 10:04:39,1405,Inventory 库存商品,7795.67,,Production,Tianrui Materials 天瑞物资,prep01,appr02,Purchase of materials
JV002905,2,2025-07-16,2025-07-16 10:04:39,222101,Input VAT 应交增值税-进项税额,1013.44,,Production,Tianrui Materials 天瑞物资,prep01,appr02,Purchase of materials
JV002905,3,2025-07-16,2025-07-16 10:04:39,2202,Accounts payable 应付账款,,8809.11,Production,Tianrui Materials 天瑞物资,prep01,appr02,Purchase of materials
JV002906,1,2025-07-16,2025-07-16 10:33:24,1122,Accounts receivable 应收账款,40669.75,,Sales,,prep04,appr01,Sales invoice
JV002906,2,2025-07-16,2025-07-16 10:33:24,6001,Sales revenue 主营业务收入,,35990.93,Sales,,prep04,appr01,Sales invoice
JV002906,3,2025-07-16,2025-07-16 10:33:24,222102,Output VAT 应交增值税-销项税额,,4678.82,Sales,,prep04,appr01,Sales invoice
JV002906,4,2025-07-16,2025-07-16 10:33:24,6401,Cost of sales 主营业务成本,22675.78,,Sales,,prep04,appr01,Sales invoice
JV002906,5,2025-07-16,2025-07-16 10:33:24,1405,Inventory 库存商品,,22675.78,Sales,,prep04,appr01,Sales invoice
JV002907,1,2025-07-16,2025-07-16 10:37:53,6602,Office supplies 办公费,1095.88,,Finance,Jiayi Printing 嘉艺印务,prep03,appr03,Office supplies
JV002907,2,2025-07-16,2025-07-16 10:37:53,1002,Bank deposits 银行存款,,1095.88,Finance,Jiayi Printing 嘉艺印务,prep03,appr03,Office supplies
JV002908,1,2025-07-16,2025-07-16 10:41:24,6602,Office supplies 办公费,1266.04,,Production,Huaxin Office Supplies 华信办公用品,prep03,appr02,Office supplies
JV002908,2,2025-07-16,2025-07-16 10:41:24,1002,Bank deposits 银行存款,,1266.04,Production,Huaxin Office Supplies 华信办公用品,prep03,appr02,Office supplies
JV002909,1,2025-07-16,2025-07-16 11:02:49,1405,Inventory 库存商品,9210.36,,Production,Huamei Textiles 华美纺织,prep03,appr01,Purchase of materials
JV002909,2,2025-07-16,2025-07-16 11:02:49,222101,Input VAT 应交增值税-进项税额,1197.35,,Production,Huamei Textiles 华美纺织,prep03,appr01,Purchase of materials
JV002909,3,2025-07-16,2025-07-16 11:02:49,2202,Accounts payable 应付账款,,10407.71,Production,Huamei Textiles 华美纺织,prep03,appr01,Purchase of materials
JV002910,1,2025-07-16,2025-07-16 11:29:26,6606,Consulting fees 咨询费,57790.88,,Finance,Qianfeng Tax Advisory 千峰税务咨询,prep04,appr01,Consulting services
JV002910,2,2025-07-16,2025-07-16 11:29:26,222101,Input VAT 应交增值税-进项税额,3467.45,,Finance,Qianfeng Tax Advisory 千峰税务咨询,prep04,appr01,Consulting services
JV002910,3,2025-07-16,2025-07-16 11:29:26,2202,Accounts payable 应付账款,,61258.33,Finance,Qianfeng Tax Advisory 千峰税务咨询,prep04,appr01,Consulting services
JV002911,1,2025-07-16,2025-07-16 11:50:58,1405,Inventory 库存商品,2693.93,,Production,Hongyu Electronics 鸿宇电子,prep04,appr02,Purchase of materials
JV002911,2,2025-07-16,2025-07-16 11:50:58,222101,Input VAT 应交增值税-进项税额,350.21,,Production,Hongyu Electronics 鸿宇电子,prep04,appr02,Purchase of materials
JV002911,3,2025-07-16,2025-07-16 11:50:58,2202,Accounts payable 应付账款,,3044.14,Production,Hongyu Electronics 鸿宇电子,prep04,appr02,Purchase of materials
JV002912,1,2025-07-16,2025-07-16 11:53:48,6606,Consulting fees 咨询费,40000.00,,Finance,Zhiyuan Consulting 智远咨询,prep02,appr01,Consulting services
JV002912,2,2025-07-16,2025-07-16 11:53:48,222101,Input VAT 应交增值税-进项税额,2400.00,,Finance,Zhiyuan Consulting 智远咨询,prep02,appr01,Consulting services
JV002912,3,2025-07-16,2025-07-16 11:53:48,2202,Accounts payable 应付账款,,42400.00,Finance,Zhiyuan Consulting 智远咨询,prep02,appr01,Consulting services
JV002913,1,2025-07-16,2025-07-16 12:35:20,1405,Inventory 库存商品,9707.56,,Production,Kangda Metals 康达金属,prep01,appr01,Purchase of materials
JV002913,2,2025-07-16,2025-07-16 12:35:20,222101,Input VAT 应交增值税-进项税额,1261.98,,Production,Kangda Metals 康达金属,prep01,appr01,Purchase of materials
JV002913,3,2025-07-16,2025-07-16 12:35:20,2202,Accounts payable 应付账款,,10969.54,Production,Kangda Metals 康达金属,prep01,appr01,Purchase of materials
JV002914,1,2025-07-16,2025-07-16 13:01:28,1405,Inventory 库存商品,9737.84,,Production,Jiahe Packaging 嘉禾包装,prep02,appr01,Purchase of materials
JV002914,2,2025-07-16,2025-07-16 13:01:28,222101,Input VAT 应交增值税-进项税额,1265.92,,Production,Jiahe Packaging 嘉禾包装,prep02,appr01,Purchase of materials
JV002914,3,2025-07-16,2025-07-16 13:01:28,2202,Accounts payable 应付账款,,11003.76,Production,Jiahe Packaging 嘉禾包装,prep02,appr01,Purchase of materials
JV002915,1,2025-07-16,2025-07-16 13:12:33,1405,Inventory 库存商品,18557.71,,Production,Lianchuang Parts 联创配件,prep03,appr02,Purchase of materials
JV002915,2,2025-07-16,2025-07-16 13:12:33,222101,Input VAT 应交增值税-进项税额,2412.50,,Production,Lianchuang Parts 联创配件,prep03,appr02,Purchase of materials
JV002915,3,2025-07-16,2025-07-16 13:12:33,2202,Accounts payable 应付账款,,20970.21,Production,Lianchuang Parts 联创配件,prep03,appr02,Purchase of materials
JV002916,1,2025-07-16,2025-07-16 13:25:59,1405,Inventory 库存商品,3536.16,,Production,Tianrui Materials 天瑞物资,prep04,appr01,Purchase of materials
JV002916,2,2025-07-16,2025-07-16 13:25:59,222101,Input VAT 应交增值税-进项税额,459.70,,Production,Tianrui Materials 天瑞物资,prep04,appr01,Purchase of materials
JV002916,3,2025-07-16,2025-07-16 13:25:59,2202,Accounts payable 应付账款,,3995.86,Production,Tianrui Materials 天瑞物资,prep04,appr01,Purchase of materials
JV002917,1,2025-07-16,2025-07-16 13:56:52,1405,Inventory 库存商品,9114.83,,Production,Huamei Textiles 华美纺织,prep05,appr02,Purchase of materials
JV002917,2,2025-07-16,2025-07-16 13:56:52,222101,Input VAT 应交增值税-进项税额,1184.93,,Production,Huamei Textiles 华美纺织,prep05,appr02,Purchase of materials
