bank_date,amount,counterparty,bank_ref
2025-06-27,-2241.45,Songhe Tea House 松鹤茶楼,BR000818
2025-06-27,-1444.08,Jiayi Printing 嘉艺印务,BR000819
2025-06-27,25374.74,Shunfa Wholesale 顺发批发,BR000820
2025-06-27,46156.74,Yuanhang Technology 远航科技,BR000821
2025-06-28,-260773.35,Baocheng Plastics 宝成塑料,BR000822
2025-06-28,-82732.54,Fangzhou Exhibition 方舟会展,BR000823
2025-06-28,-2910.62,Jinyue Restaurant 金悦酒楼,BR000824
2025-06-28,-2141.42,Jiayi Printing 嘉艺印务,BR000825
2025-06-28,-1003.48,Jinyue Restaurant 金悦酒楼,BR000826
2025-06-29,-3432.31,Jinyue Restaurant 金悦酒楼,BR000827
2025-06-29,33047.97,Yuanhang Technology 远航科技,BR000828
2025-06-29,65641.33,Longsheng Home 隆盛家居,BR000829
2025-06-30,-1724.61,Jinyue Restaurant 金悦酒楼,BR000830
2025-06-30,-236.96,Bank service charge 银行手续费,BR000831
2025-06-30,27993.30,Minghui Manufacturing 明辉制造,BR000832
2025-06-30,31048.43,Fuyuan Supermarkets 富源超市,BR000833
2025-06-30,73874.65,Anping Hardware 安平五金,BR000834
2025-06-30,86248.90,Jinhai Industrial 金海实业,BR000835
2025-06-30,121190.70,Beichen Trading 北辰贸易,BR000836
2025-07-01,-2795.30,Jietu Travel Service 捷途旅行社,BR000837
2025-07-01,-1983.75,Songhe Tea House 松鹤茶楼,BR000838
2025-07-01,-889.68,Songhe Tea House 松鹤茶楼,BR000839
2025-07-01,-790.49,Jinyue Restaurant 金悦酒楼,BR000840
2025-07-01,61147.40,Tongda Retail 通达零售,BR000841
2025-07-01,73326.50,Xinhe Distribution 信和分销,BR000842
2025-07-01,75185.89,Fuyuan Supermarkets 富源超市,BR000843
2025-07-01,75244.97,Jinhai Industrial 金海实业,BR000844
2025-07-01,97013.98,Tongda Retail 通达零售,BR000845
2025-07-02,-1820.18,Yunfan Ticketing 云帆票务,BR000846
2025-07-02,-1458.86,Songhe Tea House 松鹤茶楼,BR000847
2025-07-03,-2611.58,Jietu Travel Service 捷途旅行社,BR000848
2025-07-03,-1934.66,Jinyue Restaurant 金悦酒楼,BR000849
2025-07-03,-1894.27,Songhe Tea House 松鹤茶楼,BR000850
2025-07-03,-1623.60,Yunfan Ticketing 云帆票务,BR000851
2025-07-03,69415.64,Beichen Trading 北辰贸易,BR000852
2025-07-03,85728.23,Anping Hardware 安平五金,BR000853
2025-07-04,-3036.35,Jietu Travel Service 捷途旅行社,BR000854
2025-07-04,-1808.19,Yunfan Ticketing 云帆票务,BR000855
2025-07-04,-1570.69,Jiayi Printing 嘉艺印务,BR000856
2025-07-04,-1495.74,Jietu Travel Service 捷途旅行社,BR000857
2025-07-04,-1083.26,Jiayi Printing 嘉艺印务,BR000858
2025-07-04,12305.50,Minghui Manufacturing 明辉制造,BR000859
2025-07-04,89698.47,Guangyao Electric 光耀电器,BR000860
2025-07-04,94202.47,Qinghe Foods 清禾食品,BR000861
2025-07-05,-2621.51,Yunfan Ticketing 云帆票务,BR000862
2025-07-06,89471.73,Yuanhang Technology 远航科技,BR000863
2025-07-07,-873.40,Jinyue Restaurant 金悦酒楼,BR000864
2025-07-07,-736.06,Huaxin Office Supplies 华信办公用品,BR000865
2025-07-07,19200.23,Beichen Trading 北辰贸易,BR000866
2025-07-07,33200.35,Qinghe Foods 清禾食品,BR000867
2025-07-07,45143.48,Fuyuan Supermarkets 富源超市,BR000868
2025-07-07,50477.05,Longsheng Home 隆盛家居,BR000869
2025-07-07,56983.74,Beichen Trading 北辰贸易,BR000870
2025-07-07,73725.09,Beichen Trading 北辰贸易,BR000871
2025-07-07,123835.63,Longsheng Home 隆盛家居,BR000872
2025-07-07,230197.03,Fuyuan Supermarkets 富源超市,BR000873
2025-07-08,-60000.00,Hengtai Property 恒泰物业,BR000874
2025-07-08,-177.05,Jiayi Printing 嘉艺印务,BR000875
2025-07-08,27030.46,Minghui Manufacturing 明辉制造,BR000876
2025-07-08,46686.14,Tongda Retail 通达零售,BR000877
2025-07-08,54056.99,Minghui Manufacturing 明辉制造,BR000878
2025-07-09,-1475.59,Jiayi Printing 嘉艺印务,BR000879
2025-07-09,-1017.56,Yunfan Ticketing 云帆票务,BR000880
2025-07-09,-875.72,Jiayi Printing 嘉艺印务,BR000881
2025-07-09,45254.86,Xinhe Distribution 信和分销,BR000882
2025-07-09,71632.47,Longsheng Home 隆盛家居,BR000883
2025-07-09,183651.20,Tongda Retail 通达零售,BR000884
2025-07-10,-4885.49,Jietu Travel Service 捷途旅行社,BR000885
2025-07-10,-3537.35,Jinyue Restaurant 金悦酒楼,BR000886
2025-07-10,-1293.52,Jiayi Printing 嘉艺印务,BR000887
2025-07-10,22150.18,Longsheng Home 隆盛家居,BR000888
2025-07-10,36589.48,Longsheng Home 隆盛家居,BR000889
2025-07-10,46015.02,Longsheng Home 隆盛家居,BR000890
2025-07-10,59514.35,Xinhe Distribution 信和分销,BR000891
2025-07-10,82483.85,Qinghe Foods 清禾食品,BR000892
2025-07-10,100203.21,Jinhai Industrial 金海实业,BR000893
2025-07-11,-601869.80,Payroll batch 工资代发,BR000894
2025-07-11,-1889.34,Jiayi Printing 嘉艺印务,BR000895
2025-07-11,-401.29,Jinyue Restaurant 金悦酒楼,BR000896
2025-07-11,15150.71,Anping Hardware 安平五金,BR000897
2025-07-11,42501.93,Jinhai Industrial 金海实业,BR000898
2025-07-11,86686.23,Anping Hardware 安平五金,BR000899
2025-07-13,-1590.57,Jiayi Printing 嘉艺印务,BR000900
2025-07-13,22837.33,Xinhe Distribution 信和分销,BR000901
2025-07-13,29962.20,Yuanhang Technology 远航科技,BR000902
2025-07-13,80847.06,Beichen Trading 北辰贸易,BR000903
2025-07-13,125676.72,Qinghe Foods 清禾食品,BR000904
2025-07-14,-1954.75,Yunfan Ticketing 云帆票务,BR000905
2025-07-14,-1741.66,Jinyue Restaurant 金悦酒楼,BR000906
2025-07-14,27669.28,Shunfa Wholesale 顺发批发,BR000907
2025-07-14,40965.07,Minghui Manufacturing 明辉制造,BR000908
2025-07-14,47066.64,Guangyao Electric 光耀电器,BR000909
2025-07-14,75512.40,Shunfa Wholesale 顺发批发,BR000910
2025-07-14,76040.30,Fuyuan Supermarkets 富源超市,BR000911
2025-07-14,174620.48,Yuanhang Technology 远航科技,BR000912
2025-07-15,-5226.95,Jietu Travel Service 捷途旅行社,BR000913
2025-07-15,-4641.97,Jietu Travel Service 捷途旅行社,BR000914
2025-07-15,-1625.02,Jiayi Printing 嘉艺印务,BR000915
2025-07-15,-1050.85,Jietu Travel Service 捷途旅行社,BR000916
2025-07-15,-603.55,Huaxin Office Supplies 华信办公用品,BR000917
2025-07-15,51182.14,Qinghe Foods 清禾食品,BR000918
2025-07-15,74883.83,Minghui Manufacturing 明辉制造,BR000919
2025-07-15,180581.96,Longsheng Home 隆盛家居,BR000920
2025-07-16,-3169.47,Yunfan Ticketing 云帆票务,BR000921
2025-07-16,-1095.88,Jiayi Printing 嘉艺印务,BR000922
2025-07-16,40002.73,Yuanhang Technology 远航科技,BR000923
2025-07-16,44353.38,Tongda Retail 通达零售,BR000924
2025-07-16,61564.82,Fuyuan Supermarkets 富源超市,BR000925
2025-07-17,-48079.66,Yongsheng Chemicals 永盛化工,BR000926
2025-07-17,-47970.00,Yongsheng Chemicals 永盛化工,BR000927
2025-07-17,-9923.00,Donghu Water and Power 东湖水电,BR000928
2025-07-17,-1117.67,Jinyue Restaurant 金悦酒楼,BR000929
2025-07-17,-597.30,Yunfan Ticketing 云帆票务,BR000930
2025-07-17,114864.22,Longsheng Home 隆盛家居,BR000931
2025-07-18,-1266.04,Huaxin Office Supplies 华信办公用品,BR000932
2025-07-18,-1021.64,Huaxin Office Supplies 华信办公用品,BR000933
2025-07-18,135223.10,Anping Hardware 安平五金,BR000934
2025-07-18,156322.18,Longsheng Home 隆盛家居,BR000935
2025-07-19,-43018.37,Yongsheng Chemicals 永盛化工,BR000936
2025-07-19,-1698.83,Jietu Travel Service 捷途旅行社,BR000937
2025-07-19,-860.71,Jiayi Printing 嘉艺印务,BR000938
2025-07-20,-1806.64,Jinyue Restaurant 金悦酒楼,BR000939
2025-07-20,-1720.79,Jinyue Restaurant 金悦酒楼,BR000940
2025-07-20,35996.46,Qinghe Foods 清禾食品,BR000941
2025-07-20,43791.69,Longsheng Home 隆盛家居,BR000942
2025-07-21,20336.20,Yuanhang Technology 远航科技,BR000943
2025-07-21,21159.68,Xinhe Distribution 信和分销,BR000944
2025-07-21,21625.62,Shunfa Wholesale 顺发批发,BR000945
2025-07-21,45388.91,Beichen Trading 北辰贸易,BR000946
2025-07-21,187611.18,Fuyuan Supermarkets 富源超市,BR000947
2025-07-22,-3851.90,Songhe Tea House 松鹤茶楼,BR000948
2025-07-22,-2679.90,Jietu Travel Service 捷途旅行社,BR000949
2025-07-22,39476.95,Fuyuan Supermarkets 富源超市,BR000950
2025-07-22,52665.39,Longsheng Home 隆盛家居,BR000951
2025-07-23,-2844.40,Yunfan Ticketing 云帆票务,BR000952
2025-07-23,-430.83,Jiayi Printing 嘉艺印务,BR000953
2025-07-23,39318.23,Anping Hardware 安平五金,BR000954
2025-07-23,60082.03,Qinghe Foods 清禾食品,BR000955
2025-07-23,75808.85,Minghui Manufacturing 明辉制造,BR000956
2025-07-23,82687.26,Fuyuan Supermarkets 富源超市,BR000957
2025-07-24,-2055.47,Yunfan Ticketing 云帆票务,BR000958
2025-07-24,-1887.58,Yunfan Ticketing 云帆票务,BR000959
2025-07-24,-499.15,Huaxin Office Supplies 华信办公用品,BR000960
2025-07-24,24737.55,Jinhai Industrial 金海实业,BR000961
2025-07-24,108260.98,Longsheng Home 隆盛家居,BR000962
2025-07-24,179682.20,Qinghe Foods 清禾食品,BR000963
2025-07-25,-238854.18,Xingchen Advertising 星辰广告,BR000964
2025-07-25,-211820.31,Tianrui Materials 天瑞物资,BR000965
2025-07-25,-73839.57,Anjie Equipment Repair 安捷设备维修,BR000966
2025-07-25,-1396.81,Jinyue Restaurant 金悦酒楼,BR000967
2025-07-25,20621.06,Guangyao Electric 光耀电器,BR000968
2025-07-25,53655.78,Xinhe Distribution 信和分销,BR000969
2025-07-25,127824.63,Fuyuan Supermarkets 富源超市,BR000970
2025-07-26,-239371.00,Dingxin Steel 鼎鑫钢材,BR000971
2025-07-26,-205756.29,Zhiyuan Consulting 智远咨询,BR000972
2025-07-26,-198781.67,Lianchuang Parts 联创配件,BR000973
2025-07-26,-164151.10,Baocheng Plastics 宝成塑料,BR000974
2025-07-26,-155999.45,Jiahe Packaging 嘉禾包装,BR000975
2025-07-26,-143076.00,Hongyu Electronics 鸿宇电子,BR000976
2025-07-26,-73115.27,Wanli Facility Services 万里设施服务,BR000977
2025-07-26,-1952.99,Jietu Travel Service 捷途旅行社,BR000978
2025-07-26,-1037.11,Jiayi Printing 嘉艺印务,BR000979
2025-07-26,-850.48,Huaxin Office Supplies 华信办公用品,BR000980
2025-07-27,-292463.51,Fangzhou Exhibition 方舟会展,BR000981
2025-07-27,-239749.05,Huamei Textiles 华美纺织,BR000982
2025-07-27,-223787.18,Qianfeng Tax Advisory 千峰税务咨询,BR000983
2025-07-27,-200876.63,Kangda Metals 康达金属,BR000984
2025-07-27,-167997.72,Ruifeng Components 瑞丰元件,BR000985
2025-07-27,-133763.60,Yongsheng Chemicals 永盛化工,BR000986
2025-07-27,-1465.14,Songhe Tea House 松鹤茶楼,BR000987
2025-07-27,27202.42,Anping Hardware 安平五金,BR000988
2025-07-27,94682.49,Beichen Trading 北辰贸易,BR000989
2025-07-27,100665.02,Shunfa Wholesale 顺发批发,BR000990
2025-07-28,-632.34,Huaxin Office Supplies 华信办公用品,BR000991
2025-07-28,37048.18,Anping Hardware 安平五金,BR000992
2025-07-28,49345.16,Shunfa Wholesale 顺发批发,BR000993
2025-07-28,61416.81,Shunfa Wholesale 顺发批发,BR000994
2025-07-28,67943.24,Fuyuan Supermarkets 富源超市,BR000995
2025-07-28,86827.82,Yuanhang Technology 远航科技,BR000996
2025-07-28,175850.40,Shunfa Wholesale 顺发批发,BR000997
2025-07-29,-3496.19,Jinyue Restaurant 金悦酒楼,BR000998
2025-07-29,-2260.02,Jietu Travel Service 捷途旅行社,BR000999
2025-07-29,-1607.89,Songhe Tea House 松鹤茶楼,BR001000
2025-07-29,-1560.92,Jietu Travel Service 捷途旅行社,BR001001
2025-07-29,-877.31,Huaxin Office Supplies 华信办公用品,BR001002
2025-07-29,47461.30,Longsheng Home 隆盛家居,BR001003
2025-07-29,61948.54,Minghui Manufacturing 明辉制造,BR001004
2025-07-29,91069.02,Minghui Manufacturing 明辉制造,BR001005
2025-07-30,-5001.64,Songhe Tea House 松鹤茶楼,BR001006
2025-07-30,-4954.39,Jietu Travel Service 捷途旅行社,BR001007
2025-07-30,-2843.29,Jietu Travel Service 捷途旅行社,BR001008
2025-07-30,-1983.30,Jietu Travel Service 捷途旅行社,BR001009
2025-07-30,-771.30,Yunfan Ticketing 云帆票务,BR001010
2025-07-30,35374.58,Yuanhang Technology 远航科技,BR001011
2025-07-30,38635.36,Tongda Retail 通达零售,BR001012
2025-07-31,-1893.76,Jiayi Printing 嘉艺印务,BR001013
2025-07-31,-292.28,Bank service charge 银行手续费,BR001014
2025-07-31,14886.52,Shunfa Wholesale 顺发批发,BR001015
2025-07-31,31133.40,Minghui Manufacturing 明辉制造,BR001016
2025-07-31,43539.08,Jinhai Industrial 金海实业,BR001017
2025-08-01,-3009.97,Yunfan Ticketing 云帆票务,BR001018
2025-08-01,-2182.54,Jietu Travel Service 捷途旅行社,BR001019
2025-08-01,46000.51,Xinhe Distribution 信和分销,BR001020
2025-08-01,78979.70,Yuanhang Technology 远航科技,BR001021
2025-08-02,-3816.41,Yunfan Ticketing 云帆票务,BR001022
2025-08-02,-3326.54,Songhe Tea House 松鹤茶楼,BR001023
2025-08-02,-2296.55,Jietu Travel Service 捷途旅行社,BR001024
2025-08-03,-529.89,Huaxin Office Supplies 华信办公用品,BR001025
2025-08-03,32307.41,Longsheng Home 隆盛家居,BR001026
2025-08-03,83192.86,Jinhai Industrial 金海实业,BR001027
2025-08-03,89230.57,Anping Hardware 安平五金,BR001028
2025-08-04,-3686.69,Jietu Travel Service 捷途旅行社,BR001029
2025-08-04,-1696.39,Jinyue Restaurant 金悦酒楼,BR001030
2025-08-04,28149.02,Fuyuan Supermarkets 富源超市,BR001031
2025-08-04,49040.09,Xinhe Distribution 信和分销,BR001032
2025-08-04,49267.84,Guangyao Electric 光耀电器,BR001033
2025-08-04,60826.42,Guangyao Electric 光耀电器,BR001034
2025-08-04,90983.74,Beichen Trading 北辰贸易,BR001035
2025-08-04,233146.33,Jinhai Industrial 金海实业,BR001036
2025-08-05,-60000.00,Hengtai Property 恒泰物业,BR001037
2025-08-05,-1874.33,Jinyue Restaurant 金悦酒楼,BR001038
2025-08-05,31623.83,Tongda Retail 通达零售,BR001039
2025-08-05,74856.73,Minghui Manufacturing 明辉制造,BR001040
2025-08-05,142743.30,Fuyuan Supermarkets 富源超市,BR001041
2025-08-05,182722.83,Qinghe Foods 清禾食品,BR001042
2025-08-06,-4616.09,Songhe Tea House 松鹤茶楼,BR001043
2025-08-06,-4337.20,Jinyue Restaurant 金悦酒楼,BR001044
2025-08-06,-1711.85,Jinyue Restaurant 金悦酒楼,BR001045
2025-08-06,-1466.03,Jinyue Restaurant 金悦酒楼,BR001046
2025-08-06,-788.10,Jiayi Printing 嘉艺印务,BR001047
2025-08-06,-427.50,Huaxin Office Supplies 华信办公用品,BR001048
2025-08-06,-372.90,Jiayi Printing 嘉艺印务,BR001049
2025-08-06,-274.54,Jiayi Printing 嘉艺印务,BR001050
2025-08-06,55773.61,Minghui Manufacturing 明辉制造,BR001051
2025-08-06,82541.19,Minghui Manufacturing 明辉制造,BR001052
2025-08-06,103440.05,Qinghe Foods 清禾食品,BR001053
2025-08-06,120988.23,Anping Hardware 安平五金,BR001054
2025-08-07,-3915.72,Yunfan Ticketing 云帆票务,BR001055
2025-08-07,-2854.88,Jietu Travel Service 捷途旅行社,BR001056
2025-08-07,41344.98,Anping Hardware 安平五金,BR001057
2025-08-07,117092.58,Jinhai Industrial 金海实业,BR001058
2025-08-07,187038.85,Fuyuan Supermarkets 富源超市,BR001059
2025-08-08,-5881.24,Jietu Travel Service 捷途旅行社,BR001060
2025-08-08,-3114.99,Jietu Travel Service 捷途旅行社,BR001061
2025-08-08,-2808.94,Jinyue Restaurant 金悦酒楼,BR001062
2025-08-08,-2801.13,Jietu Travel Service 捷途旅行社,BR001063
2025-08-08,-2601.64,Jinyue Restaurant 金悦酒楼,BR001064
2025-08-08,-1169.35,Songhe Tea House 松鹤茶楼,BR001065
2025-08-08,-1062.24,Yunfan Ticketing 云帆票务,BR001066
2025-08-08,-651.19,Jietu Travel Service 捷途旅行社,BR001067
2025-08-08,23167.28,Beichen Trading 北辰贸易,BR001068
2025-08-08,218839.51,Tongda Retail 通达零售,BR001069
2025-08-09,-881.55,Jiayi Printing 嘉艺印务,BR001070
2025-08-10,-933.52,Yunfan Ticketing 云帆票务,BR001071
2025-08-10,31688.75,Qinghe Foods 清禾食品,BR001072
2025-08-12,-596421.25,Payroll batch 工资代发,BR001073
2025-08-12,-1529.83,Jinyue Restaurant 金悦酒楼,BR001074
2025-08-12,26802.41,Tongda Retail 通达零售,BR001075
2025-08-12,32194.01,Guangyao Electric 光耀电器,BR001076
2025-08-12,48306.96,Fuyuan Supermarkets 富源超市,BR001077
2025-08-12,54580.19,Longsheng Home 隆盛家居,BR001078
2025-08-12,244342.78,Longsheng Home 隆盛家居,BR001079
2025-08-13,-5239.95,Yunfan Ticketing 云帆票务,BR001080
2025-08-13,-746.19,Jiayi Printing 嘉艺印务,BR001081
2025-08-13,47317.67,Minghui Manufacturing 明辉制造,BR001082
2025-08-13,81601.39,Guangyao Electric 光耀电器,BR001083
2025-08-13,101944.78,Minghui Manufacturing 明辉制造,BR001084
2025-08-14,-3312.53,Jietu Travel Service 捷途旅行社,BR001085
2025-08-14,-2256.46,Jinyue Restaurant 金悦酒楼,BR001086
2025-08-14,-1518.27,Jiayi Printing 嘉艺印务,BR001087
2025-08-14,-1212.31,Huaxin Office Supplies 华信办公用品,BR001088
2025-08-14,-736.65,Jiayi Printing 嘉艺印务,BR001089
2025-08-14,18738.18,Jinhai Industrial 金海实业,BR001090
2025-08-14,58135.92,Tongda Retail 通达零售,BR001091
2025-08-14,88309.73,Qinghe Foods 清禾食品,BR001092
2025-08-15,-11616.70,Donghu Water and Power 东湖水电,BR001093
2025-08-15,-5851.43,Songhe Tea House 松鹤茶楼,BR001094
2025-08-15,-4933.00,Jietu Travel Service 捷途旅行社,BR001095
2025-08-15,-2562.62,Songhe Tea House 松鹤茶楼,BR001096
2025-08-15,-1964.74,Songhe Tea House 松鹤茶楼,BR001097
2025-08-15,-1836.26,Jietu Travel Service 捷途旅行社,BR001098
2025-08-15,-1451.04,Huaxin Office Supplies 华信办公用品,BR001099
2025-08-16,-2681.75,Songhe Tea House 松鹤茶楼,BR001100
2025-08-16,-1805.79,Jinyue Restaurant 金悦酒楼,BR001101
2025-08-17,-865.23,Huaxin Office Supplies 华信办公用品,BR001102
2025-08-17,20614.68,Longsheng Home 隆盛家居,BR001103
2025-08-17,37575.61,Xinhe Distribution 信和分销,BR001104
2025-08-17,231175.34,Fuyuan Supermarkets 富源超市,BR001105
2025-08-18,-864.38,Jiayi Printing 嘉艺印务,BR001106
2025-08-18,27750.22,Anping Hardware 安平五金,BR001107
2025-08-18,40469.51,Beichen Trading 北辰贸易,BR001108
2025-08-18,49776.61,Tongda Retail 通达零售,BR001109
2025-08-18,65414.95,Jinhai Industrial 金海实业,BR001110
2025-08-18,68648.52,Xinhe Distribution 信和分销,BR001111
2025-08-18,77770.92,Xinhe Distribution 信和分销,BR001112
2025-08-18,99988.48,Qinghe Foods 清禾食品,BR001113
2025-08-18,118415.60,Anping Hardware 安平五金,BR001114
2025-08-19,-1740.69,Jinyue Restaurant 金悦酒楼,BR001115
2025-08-19,-912.84,Huaxin Office Supplies 华信办公用品,BR001116
2025-08-19,-854.24,Jiayi Printing 嘉艺印务,BR001117
2025-08-19,29675.66,Tongda Retail 通达零售,BR001118
2025-08-20,-4376.91,Jietu Travel Service 捷途旅行社,BR001119
2025-08-20,-3578.58,Jietu Travel Service 捷途旅行社,BR001120
2025-08-20,-833.82,Songhe Tea House 松鹤茶楼,BR001121
2025-08-20,44260.57,Minghui Manufacturing 明辉制造,BR001122
2025-08-20,47659.70,Tongda Retail 通达零售,BR001123
2025-08-20,116375.28,Tongda Retail 通达零售,BR001124
2025-08-20,131574.36,Beichen Trading 北辰贸易,BR001125
2025-08-21,-3660.48,Jietu Travel Service 捷途旅行社,BR001126
2025-08-21,-2203.23,Jinyue Restaurant 金悦酒楼,BR001127
2025-08-21,-1539.71,Huaxin Office Supplies 华信办公用品,BR001128
2025-08-21,-1059.12,Songhe Tea House 松鹤茶楼,BR001129
2025-08-21,-845.02,Jiayi Printing 嘉艺印务,BR001130
2025-08-21,30707.16,Anping Hardware 安平五金,BR001131
2025-08-21,70575.66,Qinghe Foods 清禾食品,BR001132
2025-08-21,72830.00,Shunfa Wholesale 顺发批发,BR001133
2025-08-21,121546.47,Tongda Retail 通达零售,BR001134
2025-08-22,-5143.76,Jietu Travel Service 捷途旅行社,BR001135
2025-08-22,-2141.34,Jietu Travel Service 捷途旅行社,BR001136
2025-08-22,-1510.55,Jiayi Printing 嘉艺印务,BR001137
2025-08-22,-1042.44,Jiayi Printing 嘉艺印务,BR001138
2025-08-22,-434.41,Huaxin Office Supplies 华信办公用品,BR001139
2025-08-22,47605.62,Anping Hardware 安平五金,BR001140
2025-08-22,133800.85,Shunfa Wholesale 顺发批发,BR001141
2025-08-23,-4381.11,Yunfan Ticketing 云帆票务,BR001142
2025-08-23,-1589.52,Jinyue Restaurant 金悦酒楼,BR001143
2025-08-24,39557.24,Fuyuan Supermarkets 富源超市,BR001144
2025-08-24,43755.22,Beichen Trading 北辰贸易,BR001145
2025-08-24,44300.84,Yuanhang Technology 远航科技,BR001146
2025-08-24,140600.41,Fuyuan Supermarkets 富源超市,BR001147
2025-08-24,201136.33,Qinghe Foods 清禾食品,BR001148
2025-08-25,-198109.52,Huamei Textiles 华美纺织,BR001149
2025-08-25,-157949.78,Kangda Metals 康达金属,BR001150
2025-08-25,-156804.97,Dingxin Steel 鼎鑫钢材,BR001151
2025-08-25,-2086.79,Yunfan Ticketing 云帆票务,BR001152
2025-08-25,-1857.62,Huaxin Office Supplies 华信办公用品,BR001153
2025-08-25,-1347.21,Huaxin Office Supplies 华信办公用品,BR001154
2025-08-25,12770.24,Anping Hardware 安平五金,BR001155
2025-08-25,28668.05,Jinhai Industrial 金海实业,BR001156
2025-08-25,37485.42,Shunfa Wholesale 顺发批发,BR001157
2025-08-25,86983.99,Beichen Trading 北辰贸易,BR001158
2025-08-25,142399.91,Xinhe Distribution 信和分销,BR001159
2025-08-25,246356.06,Xinhe Distribution 信和分销,BR001160
2025-08-26,-249179.72,Zhiyuan Consulting 智远咨询,BR001161
2025-08-26,-154442.41,Hongyu Electronics 鸿宇电子,BR001162
2025-08-26,-95960.53,Ruifeng Components 瑞丰元件,BR001163
2025-08-26,-77655.31,Anjie Equipment Repair 安捷设备维修,BR001164
2025-08-26,-66192.47,Xingchen Advertising 星辰广告,BR001165
2025-08-26,-64249.59,Wanli Facility Services 万里设施服务,BR001166
2025-08-26,-64158.53,Fangzhou Exhibition 方舟会展,BR001167
2025-08-26,-55609.29,Baocheng Plastics 宝成塑料,BR001168
2025-08-26,-2137.70,Jietu Travel Service 捷途旅行社,BR001169
2025-08-26,-1204.65,Songhe Tea House 松鹤茶楼,BR001170
2025-08-26,42449.83,Fuyuan Supermarkets 富源超市,BR001171
2025-08-26,44668.63,Guangyao Electric 光耀电器,BR001172
2025-08-26,48262.83,Yuanhang Technology 远航科技,BR001173
2025-08-27,-246197.82,Yongsheng Chemicals 永盛化工,BR001174
2025-08-27,-239509.82,Lianchuang Parts 联创配件,BR001175
2025-08-27,-26771.68,Hongyu Electronics 鸿宇电子,BR001176
2025-08-27,-312.29,Huaxin Office Supplies 华信办公用品,BR001177
2025-08-27,31928.47,Longsheng Home 隆盛家居,BR001178
2025-08-27,72685.77,Qinghe Foods 清禾食品,BR001179
2025-08-27,157289.22,Anping Hardware 安平五金,BR001180
2025-08-28,-255415.58,Tianrui Materials 天瑞物资,BR001181
2025-08-28,-247238.95,Jiahe Packaging 嘉禾包装,BR001182
2025-08-28,-183516.67,Qianfeng Tax Advisory 千峰税务咨询,BR001183
2025-08-28,-1756.54,Jietu Travel Service 捷途旅行社,BR001184
2025-08-28,-571.59,Huaxin Office Supplies 华信办公用品,BR001185
2025-08-28,24875.83,Anping Hardware 安平五金,BR001186
2025-08-28,42148.08,Jinhai Industrial 金海实业,BR001187
2025-08-28,55531.25,Beichen Trading 北辰贸易,BR001188
2025-08-28,63265.04,Guangyao Electric 光耀电器,BR001189
2025-08-29,-395.74,Bank service charge 银行手续费,BR001190
2025-08-29,21909.97,Tongda Retail 通达零售,BR001191
2025-08-29,28685.49,Guangyao Electric 光耀电器,BR001192
2025-08-29,54959.48,Longsheng Home 隆盛家居,BR001193
2025-08-29,68120.75,Xinhe Distribution 信和分销,BR001194
2025-08-29,80056.16,Anping Hardware 安平五金,BR001195
2025-08-29,97172.18,Beichen Trading 北辰贸易,BR001196
2025-08-30,-2682.87,Yunfan Ticketing 云帆票务,BR001197
2025-08-31,16792.90,Tongda Retail 通达零售,BR001198
2025-08-31,36578.88,Anping Hardware 安平五金,BR001199
2025-08-31,71943.73,Shunfa Wholesale 顺发批发,BR001200
2025-08-31,103661.25,Minghui Manufacturing 明辉制造,BR001201
2025-09-01,25492.99,Guangyao Electric 光耀电器,BR001202
2025-09-01,36597.07,Jinhai Industrial 金海实业,BR001203
2025-09-01,50972.03,Anping Hardware 安平五金,BR001204
2025-09-02,-1403.86,Jiayi Printing 嘉艺印务,BR001205
2025-09-02,-412.60,Huaxin Office Supplies 华信办公用品,BR001206
2025-09-02,27057.88,Guangyao Electric 光耀电器,BR001207
2025-09-02,68267.09,Jinhai Industrial 金海实业,BR001208
2025-09-02,93015.87,Shunfa Wholesale 顺发批发,BR001209
2025-09-02,116258.33,Beichen Trading 北辰贸易,BR001210
2025-09-03,-869.52,Songhe Tea House 松鹤茶楼,BR001211
2025-09-03,24622.76,Fuyuan Supermarkets 富源超市,BR001212
2025-09-03,50904.84,Jinhai Industrial 金海实业,BR001213
2025-09-03,61121.23,Anping Hardware 安平五金,BR001214
2025-09-03,82598.05,Beichen Trading 北辰贸易,BR001215
2025-09-04,-1781.75,Yunfan Ticketing 云帆票务,BR001216
2025-09-04,222338.97,Minghui Manufacturing 明辉制造,BR001217
2025-09-05,-2815.31,Jinyue Restaurant 金悦酒楼,BR001218
2025-09-05,-2202.79,Jietu Travel Service 捷途旅行社,BR001219
2025-09-05,42574.38,Minghui Manufacturing 明辉制造,BR001220
2025-09-05,79374.00,Qinghe Foods 清禾食品,BR001221
2025-09-05,128877.05,Tongda Retail 通达零售,BR001222
2025-09-05,147715.96,Tongda Retail 通达零售,BR001223
2025-09-06,-2421.31,Yunfan Ticketing 云帆票务,BR001224
2025-09-06,-1188.48,Songhe Tea House 松鹤茶楼,BR001225
2025-09-06,-1174.14,Jiayi Printing 嘉艺印务,BR001226
2025-09-07,-60000.00,Hengtai Property 恒泰物业,BR001227
2025-09-07,-5361.81,Yunfan Ticketing 云帆票务,BR001228
2025-09-07,-694.29,Songhe Tea House 松鹤茶楼,BR001229
